,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
810,Rajender Nagar,28.641949,77.18569000000002,Lantern's,28.64318296013676,77.17774563974753,Bar
811,Rajender Nagar,28.641949,77.18569000000002,Karim's,28.6445691137323,77.19138782759582,Indian Restaurant
812,Rajender Nagar,28.641949,77.18569000000002,McDonald's,28.648102486132608,77.19053921453036,Fast Food Restaurant
813,Rajender Nagar,28.641949,77.18569000000002,Jaypee Siddharth,28.6424833171903,77.17554330825806,Hotel
814,Rajender Nagar,28.641949,77.18569000000002,Art Of Spices,28.64359753300465,77.19051236773942,Snack Place
815,Rajender Nagar,28.641949,77.18569000000002,Punjab Sweet Corner,28.64658697934928,77.18942718002204,Indian Restaurant
816,Rajender Nagar,28.641949,77.18569000000002,Taj Princess Hotel,28.64595642012375,77.18859778070309,Hotel
817,Rajender Nagar,28.641949,77.18569000000002,Cafe Coffee Day,28.638417410352208,77.1802352759698,Café
818,Rajender Nagar,28.641949,77.18569000000002,Suruchi Restaurant,28.647168462765503,77.18869324334683,Indian Restaurant
819,Rajender Nagar,28.641949,77.18569000000002,Cafe Coffee Day,28.644371925934724,77.18858093434622,Coffee Shop
820,Rajender Nagar,28.641949,77.18569000000002,Ganesh restaurant,28.648379412159837,77.19282614060553,BBQ Joint
821,Rajender Nagar,28.641949,77.18569000000002,Domino's Pizza,28.642,77.179,Pizza Place
822,Rajender Nagar,28.641949,77.18569000000002,Bikanerwala,28.648095699354407,77.19277902128863,Food & Drink Shop
823,Rajender Nagar,28.641949,77.18569000000002,KFC,28.64803256525285,77.19108539980544,Fast Food Restaurant
824,Rajender Nagar,28.641949,77.18569000000002,Imly,28.644606717766923,77.17859062353016,Fast Food Restaurant
825,Rajender Nagar,28.641949,77.18569000000002,Golds Gym (Pusa Road),28.643321688075496,77.18397559666921,Gym / Fitness Center
826,Rajender Nagar,28.641949,77.18569000000002,McDonald's,28.648172534962857,77.19061493150241,Fast Food Restaurant
827,Rajender Nagar,28.641949,77.18569000000002,Cafe' Coffee Day,28.647062925349157,77.18960855773713,Coffee Shop
828,Rajender Nagar,28.641949,77.18569000000002,Friends Restaurant,28.64173961897958,77.18595848895752,Indian Restaurant
829,Rajender Nagar,28.641949,77.18569000000002,Bon Temps ( The Coffee Bar & Tea Lounge),28.64286484938703,77.18679520695189,Café
830,Rajender Nagar,28.641949,77.18569000000002,Shankar Road Market,28.637637048251886,77.18151648458134,Market
831,Rajender Nagar,28.641949,77.18569000000002,Aroma spice,28.64690019749735,77.18900209255025,Restaurant
832,Rajender Nagar,28.641949,77.18569000000002,McDonald's,28.642594090624414,77.17737757746644,Fast Food Restaurant
833,Rajender Nagar,28.641949,77.18569000000002,Incredible Home Stay,28.644694371990976,77.18362238601347,Hotel
834,Rajender Nagar,28.641949,77.18569000000002,Sunstar Residency Hotel New Delhi,28.645313380074715,77.18252170619155,Hotel
835,Rajender Nagar,28.641949,77.18569000000002,Narula's,28.64374504351912,77.1795129776001,Fast Food Restaurant
836,Rajender Nagar,28.641949,77.18569000000002,Rajendra Place Metro Station,28.642407989765235,77.17826843261719,Light Rail Station
837,Rajender Nagar,28.641949,77.18569000000002,Frameboxx,28.644243070182647,77.17867091041417,Smoke Shop
838,Rajender Nagar,28.641949,77.18569000000002,Amul Scooping Parlour,28.640232,77.1766259999999,Ice Cream Shop
839,Rajender Nagar,28.641949,77.18569000000002,Naivedyam,28.643850959085704,77.17601850188557,Indian Restaurant
840,Rajender Nagar,28.641949,77.18569000000002,"Nehru park,new rajinder nagar",28.635252949523167,77.17919714191636,Park
841,Rajender Nagar,28.641949,77.18569000000002,Gola sizzlers,28.633770127572962,77.18979948132089,Indian Restaurant
842,Sadar Bazaar,28.594433,77.12235,Sadar Bazar Delhi Cantt,28.594432273127737,77.1223497390747,Convenience Store
843,Sadar Bazaar,28.594433,77.12235,Aggarwal Lassi Wala,28.59476977673282,77.12215404724667,Indian Restaurant
844,Sadar Bazaar,28.594433,77.12235,Axis Bank ATM,28.591510772705,77.129447937012,ATM
845,Sadar Bazaar,28.594433,77.12235,Timberland,28.593037741487013,77.11460243067364,Shoe Store
846,Sadar Bazaar,28.594433,77.12235,"Cafe Coffee Day, West Gate Mall, Rajouri Garden",28.59317854727705,77.13013217182127,Café
847,Sadar Bazaar,28.594433,77.12235,Turning point,28.595783138690333,77.13177267790763,Indian Restaurant
848,Sadar Bazaar,28.594433,77.12235,Big Bazar West Gate Mall,28.603297614111348,77.12307549164146,Department Store
849,Barakhamba Road,28.629517,77.22547,Tamasha,28.629663327072745,77.22183483476593,Gastropub
850,Barakhamba Road,28.629517,77.22547,The Lalit Hotel,28.631110184579857,77.22744966490554,Hotel
851,Barakhamba Road,28.629517,77.22547,Naturals Ice Cream,28.634455305513185,77.22213885818994,Ice Cream Shop
852,Barakhamba Road,28.629517,77.22547,Connaught Place | कनॉट प्लेस (Connaught Place),28.6327309443951,77.22001768275413,Plaza
853,Barakhamba Road,28.629517,77.22547,HOTEL SARAVANA BHAVAN,28.62704114687105,77.21951363035465,South Indian Restaurant
854,Barakhamba Road,28.629517,77.22547,Rajdhani Thali,28.62999946326596,77.2204011327264,Indian Restaurant
855,Barakhamba Road,28.629517,77.22547,United Coffee House,28.63247672337289,77.2211199789975,Indian Restaurant
856,Barakhamba Road,28.629517,77.22547,Farzi Cafe,28.632580798842707,77.22112484247755,Molecular Gastronomy Restaurant
857,Barakhamba Road,28.629517,77.22547,The Imperial,28.625548038159426,77.21866351780929,Hotel
858,Barakhamba Road,28.629517,77.22547,Cha Bar | चा बार,28.630920473614825,77.2221936228799,Tea Room
859,Barakhamba Road,28.629517,77.22547,Barbeque Nation,28.63025338767433,77.22098501777461,BBQ Joint
860,Barakhamba Road,28.629517,77.22547,Bengali Market | बंगाली मार्केट | বাংলা বাজার,28.62949840530067,77.23202048881043,Indian Restaurant
861,Barakhamba Road,28.629517,77.22547,Chaayos,28.631628538643216,77.22036426182864,Café
862,Barakhamba Road,28.629517,77.22547,Khan Chacha | खान चाचा | خان چاچا,28.634202294199614,77.22077980678422,Indian Restaurant
863,Barakhamba Road,28.629517,77.22547,Johnny Rockets,28.630457,77.219594,Bistro
864,Barakhamba Road,28.629517,77.22547,Nathu's Pastry Shop,28.629421564674175,77.23217362373761,Bakery
865,Barakhamba Road,28.629517,77.22547,Wenger's,28.633411895746676,77.21829192902194,Bakery
866,Barakhamba Road,28.629517,77.22547,Nando's,28.630946673402416,77.21972076414269,Portuguese Restaurant
867,Barakhamba Road,28.629517,77.22547,Odeon Social,28.634414197963707,77.22093550978948,Café
868,Barakhamba Road,28.629517,77.22547,Sagar Ratna,28.635487253836967,77.22064969494076,Indian Restaurant
869,Barakhamba Road,28.629517,77.22547,"The Square, Cafe Coffee Day",28.626639961580253,77.21928786545695,Café
870,Barakhamba Road,28.629517,77.22547,Kitty Su,28.630956869667365,77.22741977281687,Nightclub
871,Barakhamba Road,28.629517,77.22547,Starbucks Coffee,28.632010831148985,77.21773135560126,Coffee Shop
872,Barakhamba Road,28.629517,77.22547,The Beer Cafe,28.629138722281358,77.2196032154717,Beer Garden
873,Barakhamba Road,28.629517,77.22547,Fabindia,28.63201193420627,77.21772910740421,Clothing Store
874,Barakhamba Road,28.629517,77.22547,Triveni Terrace Cafe,28.62729512040755,77.23267677755523,Café
875,Barakhamba Road,28.629517,77.22547,Fresc Co,28.628415028106655,77.21954938989002,Italian Restaurant
876,Barakhamba Road,28.629517,77.22547,Chew,28.632001527203066,77.22270642208512,Asian Restaurant
877,Barakhamba Road,28.629517,77.22547,Janpath Street Market,28.628644953888774,77.21915874346587,Flea Market
878,Barakhamba Road,28.629517,77.22547,Pind Balluchi,28.630318339248806,77.21760032761195,North Indian Restaurant
879,Barakhamba Road,28.629517,77.22547,Unplugged,28.63434534341854,77.22139870930441,Lounge
880,Barakhamba Road,28.629517,77.22547,HOTEL SARAVANA BHAVAN,28.632319466435003,77.21644531748599,South Indian Restaurant
881,Barakhamba Road,28.629517,77.22547,The Spice Route,28.625577291994166,77.21806493444225,Asian Restaurant
882,Barakhamba Road,28.629517,77.22547,Nizam's Kathi Kabab | निजा़म काठी कबाब,28.634857957123064,77.21946245007211,Indian Restaurant
883,Barakhamba Road,28.629517,77.22547,Route 04,28.63488981038038,77.22022508672842,Bar
884,Barakhamba Road,28.629517,77.22547,Warehouse Cafe,28.633775293123456,77.22101540430111,Lounge
885,Barakhamba Road,28.629517,77.22547,Ugrasen ki Baoli (Agrasen ki Baoli),28.625819967837163,77.22495513815623,Historic Site
886,Barakhamba Road,28.629517,77.22547,Panchayat Paan Parlour,28.634073264989183,77.22264498769991,Indian Restaurant
887,Barakhamba Road,28.629517,77.22547,Warehouse Cafe,28.63372638697029,77.22102407638606,Café
888,Barakhamba Road,28.629517,77.22547,Odeon Pan Shop,28.634233629735867,77.22079782501127,Food & Drink Shop
889,Barakhamba Road,28.629517,77.22547,The Embassy,28.633590069941445,77.22122128391564,Bar
890,Barakhamba Road,28.629517,77.22547,Triveni Kala Sangam | त्रिवेणी कला संगम,28.62727810676408,77.23213690281561,Arcade
891,Barakhamba Road,28.629517,77.22547,Japanese Fuji Restaurant,28.63309875268639,77.2221218013156,Japanese Restaurant
892,Barakhamba Road,28.629517,77.22547,Dunkin' Donuts,28.630181868375203,77.21962210391595,Donut Shop
893,Barakhamba Road,28.629517,77.22547,Starbucks,28.630105705208507,77.22053962418308,Coffee Shop
894,Barakhamba Road,28.629517,77.22547,Monsoon Salon & Spa Connaught Place,28.63153437940896,77.22230762243271,Salon / Barbershop
895,Barakhamba Road,28.629517,77.22547,Sriram Centre For Art And Culture | श्रीराम कला एवं संस्कृति सेंटर,28.627068680383946,77.23303854947768,Art Gallery
896,Barakhamba Road,28.629517,77.22547,Burger King,28.63261097267992,77.2207306537611,Fast Food Restaurant
897,Barakhamba Road,28.629517,77.22547,National School Of Drama | नेशनल स्कूल ऑफ ड्रामा,28.624658425884913,77.23377108848052,Theater
898,Barakhamba Road,28.629517,77.22547,Immigrants Project - A Cafe in History,28.634055048338602,77.21886681496603,Café
899,Barakhamba Road,28.629517,77.22547,Berco's,28.63240704948879,77.2173230839724,Chinese Restaurant
900,Barakhamba Road,28.629517,77.22547,Anand Biryani House,28.62913638616433,77.22012996193826,Indian Restaurant
901,Barakhamba Road,28.629517,77.22547,Smoke House Deli,28.633764,77.221405,Deli / Bodega
902,Barakhamba Road,28.629517,77.22547,1911,28.6255310755684,77.21871499822704,Mediterranean Restaurant
903,Barakhamba Road,28.629517,77.22547,Wenger's Deli,28.633657990718326,77.21813923616,Deli / Bodega
904,Barakhamba Road,28.629517,77.22547,Lalit Kala Akademi,28.62472069130262,77.23147522319114,Art Gallery
905,Barakhamba Road,28.629517,77.22547,The Vault Cafe,28.630910379338008,77.21988960396206,Bar
906,Barakhamba Road,28.629517,77.22547,Aqua,28.628809037571674,77.21563586358091,Lounge
907,Barakhamba Road,28.629517,77.22547,Lord of the drinks,28.631747627958458,77.2168956566553,Bar
908,Barakhamba Road,28.629517,77.22547,Haldiram's,28.63422999171808,77.22233494432798,Indian Restaurant
909,Barakhamba Road,28.629517,77.22547,Veda Restaurant,28.635210214696645,77.21807926655758,Indian Restaurant
910,Barakhamba Road,28.629517,77.22547,Kamani Auditorium | कमानी ऑडिटोरियम,28.623227542833295,77.23152635626532,Concert Hall
911,Barakhamba Road,28.629517,77.22547,Shri Ram Centre for Performing Arts,28.62706838557234,77.2332911495828,Theater
912,Barakhamba Road,28.629517,77.22547,Bengali Sweet House,28.629489324307045,77.23203349372616,Indian Restaurant
913,Barakhamba Road,28.629517,77.22547,Kwality Restaurant,28.629743645035568,77.21743130219578,Indian Restaurant
914,Barakhamba Road,28.629517,77.22547,Max Mueller Bhawan | मैक्स म्यूलर भवन,28.623786993974573,77.22403418825199,Performing Arts Venue
915,Barakhamba Road,28.629517,77.22547,Jantar Mantar,28.627730762400688,77.21643592080397,Historic Site
916,Barakhamba Road,28.629517,77.22547,Nirula's,28.635506399668113,77.2206047835112,Dessert Shop
917,Barakhamba Road,28.629517,77.22547,Side Wok,28.632907157973833,77.21633720556096,Chinese Restaurant
918,Barakhamba Road,28.629517,77.22547,McDonald's,28.632365736814616,77.21648256126124,Fast Food Restaurant
919,Barakhamba Road,28.629517,77.22547,Nathu sweets,28.62958155884441,77.23201526567841,Bakery
920,Barakhamba Road,28.629517,77.22547,Radisson Blu Marina Hotel,28.633896819447788,77.21724092960358,Hotel
921,Barakhamba Road,28.629517,77.22547,Gola Sizzlers,28.63518246137902,77.21985990076243,BBQ Joint
922,Barakhamba Road,28.629517,77.22547,Madras Coffee House (since 1935),28.63176562734097,77.21646960559119,Coffee Shop
923,Barakhamba Road,28.629517,77.22547,Monkey Bar,28.63151670186656,77.21629239593994,Pub
924,Barakhamba Road,28.629517,77.22547,Café Coffee Day,28.631054,77.21697834826568,Coffee Shop
925,Barakhamba Road,28.629517,77.22547,Cafe Coffee Day,28.63609948523326,77.22495786591341,Café
926,Barakhamba Road,28.629517,77.22547,@Live,28.63547073465791,77.2208127573954,Jazz Club
927,Barakhamba Road,28.629517,77.22547,Indian Coffee House,28.630755930400426,77.21605434631832,Café
928,Barakhamba Road,28.629517,77.22547,My Bar Lounge & Restaurant,28.632387528689907,77.21671670393215,Bar
929,Barakhamba Road,28.629517,77.22547,Ficci Auditorium | फिक्की सभागार,28.626423086414924,77.23138460655473,Theater
930,Barakhamba Road,28.629517,77.22547,FIRE,28.628737183341777,77.21649767623988,Indian Restaurant
931,Barakhamba Road,28.629517,77.22547,Costa Coffee,28.629173,77.2322,Café
932,Barakhamba Road,28.629517,77.22547,Fa Yian,28.632793282499158,77.21718821209873,Chinese Restaurant
933,Barakhamba Road,28.629517,77.22547,The Park Hotel,28.628731170539613,77.21650745045316,Hotel
934,Barakhamba Road,28.629517,77.22547,PVR Rivoli,28.63113875485524,77.2161835964603,Indie Movie Theater
935,Barakhamba Road,28.629517,77.22547,MIST,28.628720062553807,77.21629222049741,Italian Restaurant
936,Barakhamba Road,28.629517,77.22547,Zizo,28.635219893759988,77.22000084086731,Falafel Restaurant
937,Barakhamba Road,28.629517,77.22547,Pioneer's Flavour of China,28.6351857217094,77.21940279006958,Chinese Restaurant
938,Barakhamba Road,28.629517,77.22547,Madame Tussauds,28.63395,77.21687,Museum
939,Chanakyapuri,28.59153,77.17189,Taj Palace Hotel,28.595098281635618,77.1709132403825,Hotel
940,Chanakyapuri,28.59153,77.17189,Cafe Coffee Day,28.59524742121391,77.17195447455025,Café
941,Chanakyapuri,28.59153,77.17189,Bukhara,28.596914259545567,77.17335846829526,Indian Restaurant
942,Chanakyapuri,28.59153,77.17189,Blue Bar,28.59540260693495,77.17052851368256,Bar
943,Chanakyapuri,28.59153,77.17189,ITC Maurya,28.59713,77.173643,Hotel
944,Chanakyapuri,28.59153,77.17189,Dum Pukht,28.597194019454648,77.17328824799445,Indian Restaurant
945,Chanakyapuri,28.59153,77.17189,Golf Bar,28.597256558931615,77.17382656089491,Whisky Bar
946,Chanakyapuri,28.59153,77.17189,The Tea Lounge - Taj Palace Hotel,28.596542384460278,77.17161655426025,Tea Room
947,Chanakyapuri,28.59153,77.17189,QD's,28.588832514116405,77.16910425286557,Dumpling Restaurant
948,Chanakyapuri,28.59153,77.17189,Rani Bagh at Taj Palace,28.595828785096643,77.17025629805485,Indian Restaurant
949,Chanakyapuri,28.59153,77.17189,Café Coffee Day,28.595206530960507,77.1719253085772,Café
950,Chanakyapuri,28.59153,77.17189,Satya Niketan | सत्या निकेतन (Satya Niketan),28.587890112623626,77.16853769196155,Plaza
951,Chanakyapuri,28.59153,77.17189,Pavilion,28.597175612322467,77.17354140226394,Indian Restaurant
952,Chanakyapuri,28.59153,77.17189,ITC Maurya Towers Club Lounge,28.597107924204558,77.17444308625593,Lounge
953,Chanakyapuri,28.59153,77.17189,Chowringhee,28.588222667067523,77.16829210180312,Deli / Bodega
954,Chanakyapuri,28.59153,77.17189,Blue Ginger- Taj Palace Hotel,28.59556631128013,77.17061734655923,Vietnamese Restaurant
955,Chanakyapuri,28.59153,77.17189,Big Yellow Door,28.58793233404987,77.16732996604847,Café
956,Chanakyapuri,28.59153,77.17189,Woodbox Cafe,28.58771575611469,77.1669163282383,Bistro
957,Chanakyapuri,28.59153,77.17189,West View,28.597121373590326,77.17346833383937,Restaurant
958,Chanakyapuri,28.59153,77.17189,34 Chowringee Lane @ South Campus,28.588174214697034,77.16821987406293,Snack Place
959,Chanakyapuri,28.59153,77.17189,Orient Express,28.59527983594402,77.17106759808968,French Restaurant
960,Chanakyapuri,28.59153,77.17189,My Humble House-ITC Maurya,28.597323605391413,77.17360919333183,Chinese Restaurant
961,Chanakyapuri,28.59153,77.17189,Kafe Fontana,28.59558204886257,77.17057889897362,Mediterranean Restaurant
962,Chanakyapuri,28.59153,77.17189,Masala Art - Taj Palace Hotel,28.595007120309404,77.1706001073428,Indian Restaurant
963,Chanakyapuri,28.59153,77.17189,The Brick House Diner,28.589737985139916,77.17534457434402,American Restaurant
964,Chanakyapuri,28.59153,77.17189,Army Battle Honours Mess,28.59509153200848,77.17153119567655,Diner
965,Chanakyapuri,28.59153,77.17189,Durbar Hall,28.59518115847077,77.17148064933508,Hotel
966,Chanakyapuri,28.59153,77.17189,Barista,28.58850594650797,77.16864440352064,Café
967,Chanakyapuri,28.59153,77.17189,Spicy Duck,28.595622,77.17052,Chinese Restaurant
968,Chanakyapuri,28.59153,77.17189,Taj Poolside,28.595644836863954,77.17056847729758,Pool
969,Chanakyapuri,28.59153,77.17189,The Treat,28.595390064507196,77.1742999791009,Food Truck
970,Chanakyapuri,28.59153,77.17189,cafe 101,28.58780021888448,77.16854810714722,Café
971,Chanakyapuri,28.59153,77.17189,Pool,28.596844752324202,77.17317113198322,Hotel Pool
972,Chanakyapuri,28.59153,77.17189,Dublin,28.59721205229346,77.17391246562731,Nightclub
973,Chanakyapuri,28.59153,77.17189,ITC Fitness Center,28.597240616840182,77.1740135562205,Gym
974,Chanakyapuri,28.59153,77.17189,Ottimo,28.597398,77.173732,Italian Restaurant
975,Chanakyapuri,28.59153,77.17189,Tian,28.597487768606662,77.17361480949248,Asian Restaurant
976,Chanakyapuri,28.59153,77.17189,"Sanjay Park, Moti Bagh",28.584638914265977,77.1727667662284,Park
977,Connaught Place,28.6328,77.2198,Connaught Place | कनॉट प्लेस (Connaught Place),28.6327309443951,77.22001768275413,Plaza
978,Connaught Place,28.6328,77.2198,Wenger's,28.633411895746676,77.21829192902194,Bakery
979,Connaught Place,28.6328,77.2198,Naturals Ice Cream,28.634455305513185,77.22213885818994,Ice Cream Shop
980,Connaught Place,28.6328,77.2198,Khan Chacha | खान चाचा | خان چاچا,28.634202294199614,77.22077980678422,Indian Restaurant
981,Connaught Place,28.6328,77.2198,Starbucks Coffee,28.632010831148985,77.21773135560126,Coffee Shop
982,Connaught Place,28.6328,77.2198,Fabindia,28.63201193420627,77.21772910740421,Clothing Store
983,Connaught Place,28.6328,77.2198,Sagar Ratna,28.635487253836967,77.22064969494076,Indian Restaurant
984,Connaught Place,28.6328,77.2198,Odeon Social,28.634414197963707,77.22093550978948,Café
985,Connaught Place,28.6328,77.2198,United Coffee House,28.63247672337289,77.2211199789975,Indian Restaurant
986,Connaught Place,28.6328,77.2198,Farzi Cafe,28.632580798842707,77.22112484247755,Molecular Gastronomy Restaurant
987,Connaught Place,28.6328,77.2198,HOTEL SARAVANA BHAVAN,28.632319466435003,77.21644531748599,South Indian Restaurant
988,Connaught Place,28.6328,77.2198,Nizam's Kathi Kabab | निजा़म काठी कबाब,28.634857957123064,77.21946245007211,Indian Restaurant
989,Connaught Place,28.6328,77.2198,Chaayos,28.631628538643216,77.22036426182864,Café
990,Connaught Place,28.6328,77.2198,Route 04,28.63488981038038,77.22022508672842,Bar
991,Connaught Place,28.6328,77.2198,Nando's,28.630946673402416,77.21972076414269,Portuguese Restaurant
992,Connaught Place,28.6328,77.2198,Rajdhani Thali,28.62999946326596,77.2204011327264,Indian Restaurant
993,Connaught Place,28.6328,77.2198,Johnny Rockets,28.630457,77.219594,Bistro
994,Connaught Place,28.6328,77.2198,Odeon Pan Shop,28.634233629735867,77.22079782501127,Food & Drink Shop
995,Connaught Place,28.6328,77.2198,Unplugged,28.63434534341854,77.22139870930441,Lounge
996,Connaught Place,28.6328,77.2198,Pind Balluchi,28.630318339248806,77.21760032761195,North Indian Restaurant
997,Connaught Place,28.6328,77.2198,Immigrants Project - A Cafe in History,28.634055048338602,77.21886681496603,Café
998,Connaught Place,28.6328,77.2198,Warehouse Cafe,28.633775293123456,77.22101540430111,Lounge
999,Connaught Place,28.6328,77.2198,Warehouse Cafe,28.63372638697029,77.22102407638606,Café
1000,Connaught Place,28.6328,77.2198,Berco's,28.63240704948879,77.2173230839724,Chinese Restaurant
1001,Connaught Place,28.6328,77.2198,Wenger's Deli,28.633657990718326,77.21813923616,Deli / Bodega
1002,Connaught Place,28.6328,77.2198,Tamasha,28.629663327072745,77.22183483476593,Gastropub
1003,Connaught Place,28.6328,77.2198,Barbeque Nation,28.63025338767433,77.22098501777461,BBQ Joint
1004,Connaught Place,28.6328,77.2198,The Embassy,28.633590069941445,77.22122128391564,Bar
1005,Connaught Place,28.6328,77.2198,HOTEL SARAVANA BHAVAN,28.62704114687105,77.21951363035465,South Indian Restaurant
1006,Connaught Place,28.6328,77.2198,Lord of the drinks,28.631747627958458,77.2168956566553,Bar
1007,Connaught Place,28.6328,77.2198,Cha Bar | चा बार,28.630920473614825,77.2221936228799,Tea Room
1008,Connaught Place,28.6328,77.2198,The Imperial,28.625548038159426,77.21866351780929,Hotel
1009,Connaught Place,28.6328,77.2198,Burger King,28.63261097267992,77.2207306537611,Fast Food Restaurant
1010,Connaught Place,28.6328,77.2198,The Beer Cafe,28.629138722281358,77.2196032154717,Beer Garden
1011,Connaught Place,28.6328,77.2198,Panchayat Paan Parlour,28.634073264989183,77.22264498769991,Indian Restaurant
1012,Connaught Place,28.6328,77.2198,Japanese Fuji Restaurant,28.63309875268639,77.2221218013156,Japanese Restaurant
1013,Connaught Place,28.6328,77.2198,Janpath Street Market,28.628644953888774,77.21915874346587,Flea Market
1014,Connaught Place,28.6328,77.2198,Dunkin' Donuts,28.630181868375203,77.21962210391595,Donut Shop
1015,Connaught Place,28.6328,77.2198,Smoke House Deli,28.633764,77.221405,Deli / Bodega
1016,Connaught Place,28.6328,77.2198,Fresc Co,28.628415028106655,77.21954938989002,Italian Restaurant
1017,Connaught Place,28.6328,77.2198,Chew,28.632001527203066,77.22270642208512,Asian Restaurant
1018,Connaught Place,28.6328,77.2198,"The Square, Cafe Coffee Day",28.626639961580253,77.21928786545695,Café
1019,Connaught Place,28.6328,77.2198,Veda Restaurant,28.635210214696645,77.21807926655758,Indian Restaurant
1020,Connaught Place,28.6328,77.2198,Aqua,28.628809037571674,77.21563586358091,Lounge
1021,Connaught Place,28.6328,77.2198,The Vault Cafe,28.630910379338008,77.21988960396206,Bar
1022,Connaught Place,28.6328,77.2198,Starbucks,28.630105705208507,77.22053962418308,Coffee Shop
1023,Connaught Place,28.6328,77.2198,The Spice Route,28.625577291994166,77.21806493444225,Asian Restaurant
1024,Connaught Place,28.6328,77.2198,Monsoon Salon & Spa Connaught Place,28.63153437940896,77.22230762243271,Salon / Barbershop
1025,Connaught Place,28.6328,77.2198,Haldiram's,28.63422999171808,77.22233494432798,Indian Restaurant
1026,Connaught Place,28.6328,77.2198,The Lalit Hotel,28.631110184579857,77.22744966490554,Hotel
1027,Connaught Place,28.6328,77.2198,Anand Biryani House,28.62913638616433,77.22012996193826,Indian Restaurant
1028,Connaught Place,28.6328,77.2198,Kwality Restaurant,28.629743645035568,77.21743130219578,Indian Restaurant
1029,Connaught Place,28.6328,77.2198,1911,28.6255310755684,77.21871499822704,Mediterranean Restaurant
1030,Connaught Place,28.6328,77.2198,Side Wok,28.632907157973833,77.21633720556096,Chinese Restaurant
1031,Connaught Place,28.6328,77.2198,McDonald's,28.632365736814616,77.21648256126124,Fast Food Restaurant
1032,Connaught Place,28.6328,77.2198,Radisson Blu Marina Hotel,28.633896819447788,77.21724092960358,Hotel
1033,Connaught Place,28.6328,77.2198,Nirula's,28.635506399668113,77.2206047835112,Dessert Shop
1034,Connaught Place,28.6328,77.2198,Kitty Su,28.630956869667365,77.22741977281687,Nightclub
1035,Connaught Place,28.6328,77.2198,Jantar Mantar,28.627730762400688,77.21643592080397,Historic Site
1036,Connaught Place,28.6328,77.2198,Ugrasen ki Baoli (Agrasen ki Baoli),28.625819967837163,77.22495513815623,Historic Site
1037,Connaught Place,28.6328,77.2198,Gola Sizzlers,28.63518246137902,77.21985990076243,BBQ Joint
1038,Connaught Place,28.6328,77.2198,Madras Coffee House (since 1935),28.63176562734097,77.21646960559119,Coffee Shop
1039,Connaught Place,28.6328,77.2198,Monkey Bar,28.63151670186656,77.21629239593994,Pub
1040,Connaught Place,28.6328,77.2198,My Bar Lounge & Restaurant,28.632387528689907,77.21671670393215,Bar
1041,Connaught Place,28.6328,77.2198,Café Coffee Day,28.631054,77.21697834826568,Coffee Shop
1042,Connaught Place,28.6328,77.2198,@Live,28.63547073465791,77.2208127573954,Jazz Club
1043,Connaught Place,28.6328,77.2198,Indian Coffee House,28.630755930400426,77.21605434631832,Café
1044,Connaught Place,28.6328,77.2198,The Connaught Hotel,28.63273574411867,77.21308178020092,Miscellaneous Shop
1045,Connaught Place,28.6328,77.2198,Fa Yian,28.632793282499158,77.21718821209873,Chinese Restaurant
1046,Connaught Place,28.6328,77.2198,Cafe Coffee Day,28.63609948523326,77.22495786591341,Café
1047,Connaught Place,28.6328,77.2198,FIRE,28.628737183341777,77.21649767623988,Indian Restaurant
1048,Connaught Place,28.6328,77.2198,PVR Rivoli,28.63113875485524,77.2161835964603,Indie Movie Theater
1049,Connaught Place,28.6328,77.2198,The Park Hotel,28.628731170539613,77.21650745045316,Hotel
1050,Connaught Place,28.6328,77.2198,Shivaji Stadium Airport Metro,28.628858120041254,77.21138434166267,Light Rail Station
1051,Connaught Place,28.6328,77.2198,"Hira Sweets, CP",28.635157468979756,77.21998961294145,Diner
1052,Connaught Place,28.6328,77.2198,MIST,28.628720062553807,77.21629222049741,Italian Restaurant
1053,Connaught Place,28.6328,77.2198,Lady Baga,28.631674,77.21623,Restaurant
1054,Connaught Place,28.6328,77.2198,YMCA,28.62739763042509,77.21337898638028,Hotel
1055,Connaught Place,28.6328,77.2198,Hotel Blessings,28.640013300098744,77.21646399146064,Hotel
1056,Gautampuri,28.679175,77.264484,Pahadi Tea Stall,28.677511,77.261736,Tea Room
1057,Gautampuri,28.679175,77.264484,Kaushal Fast Food,28.6827,77.271189999999,Afghan Restaurant
1058,Gautampuri,28.679175,77.264484,Best Western De Aqua,28.672802444394232,77.25928642389867,Hotel
1059,Gole Market,28.633434,77.20724,HOTEL SARAVANA BHAVAN,28.632319466435003,77.21644531748599,South Indian Restaurant
1060,Gole Market,28.633434,77.20724,Hotel Metropolitan Delhi,28.63155782123568,77.20788695781451,Hotel
1061,Gole Market,28.633434,77.20724,Aqua,28.628809037571674,77.21563586358091,Lounge
1062,Gole Market,28.633434,77.20724,My Bar,28.64071598696563,77.21068311768227,Bar
1063,Gole Market,28.633434,77.20724,Berco's,28.63240704948879,77.2173230839724,Chinese Restaurant
1064,Gole Market,28.633434,77.20724,Tadka,28.640501116044682,77.21320775083299,Indian Restaurant
1065,Gole Market,28.633434,77.20724,Lord of the drinks,28.631747627958458,77.2168956566553,Bar
1066,Gole Market,28.633434,77.20724,Sakura,28.631309565114773,77.20810381213869,Japanese Restaurant
